witness_qualified	witness_module	failure_class	error_message	reference_bare_name	selected_decl_module	selected_decl_params	candidate_decl_modules	scope_module_count	scope_ambiguous_bare_names
test.claim.pijul_upstream_model_witness.witness_pijul_fixture_has_no_duplicate_change_identity	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_fixture_reference_frontier_is_clear	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_fixture_has_no_self_dependency	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_fixture_state_identity_frontier_is_clear	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_bounded_projection_decodes_with_conflict_and_partial_facts	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_projects_and_assesses_caller_supplied_readback	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_readback_rejects_perturbed_working_copy	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_independent_delivery_permutations_have_one_change_set	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_duplicate_delivery_contributes_once	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_missing_dependency_refuses_delivery	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_unknown_change_never_applies_as_empty	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_present_change_cannot_also_be_declared_missing	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_delivery_revalidates_raw_projection	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_missing_dependency_in_channel_still_refuses_delivery	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_existing_channel_member_dependency_gap_refuses_delivery	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_duplicate_channel_member_refuses_capture	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_one_state_hash_cannot_name_different_change_sets	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_equal_change_sets_require_one_state_identity	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_undeclared_context_refuses_capture	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_declared_partial_change_is_not_fabricated	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_graph_conflict_is_retained_without_capture_refusal	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pijul_upstream_model_witness.witness_pijul_tree_pristine_and_working_copy_remain_distinct	test.claim.pijul_upstream_model_witness	call_contract_mismatch	call contract mismatch calling 'fixture_identity': no parameter named 'hash' (declared: [])	fixture_identity	test.claim.compute_board_spice_projection_witness		test.claim.compute_board_spice_projection_witness|test.claim.pijul_upstream_model_witness	911	64
test.claim.pipeline_transport_emit_rest_shell_witness.rest_emit_uses_bearer_auth	test.claim.pipeline_transport_emit_rest_shell_witness	other	exceeded Cpu budget (707ms elapsed against 500ms)					2	0
test.claim.pipeline_transport_emit_rest_shell_witness.rest_emit_uses_header_auth	test.claim.pipeline_transport_emit_rest_shell_witness	other	exceeded Cpu budget (702ms elapsed against 500ms)					2	0
test.claim.pipeline_transport_emit_rest_shell_witness.rest_emit_post_with_auth_source	test.claim.pipeline_transport_emit_rest_shell_witness	other	exceeded Cpu budget (715ms elapsed against 500ms)					2	0
test.claim.proc_self_cgroup_real_execution_witness.bash_assign_from_source_refuses_missing_shell_holds	test.claim.proc_self_cgroup_real_execution_witness	other	type error: hermetic mode: no mock_response for operation Dir — refusing to fabricate Unit					906	55
test.claim.proc_self_cgroup_real_execution_witness.bash_assign_from_source_refuses_ambiguous_shell_holds	test.claim.proc_self_cgroup_real_execution_witness	other	type error: hermetic mode: no mock_response for operation Dir — refusing to fabricate Unit					906	55
test.claim.proc_self_cgroup_real_execution_witness.bash_assign_from_source_refuses_malformed_shell_holds	test.claim.proc_self_cgroup_real_execution_witness	other	type error: hermetic mode: no mock_response for operation Dir — refusing to fabricate Unit					906	55
test.claim.proc_self_cgroup_real_execution_witness.bash_assign_from_source_observed_shell_holds	test.claim.proc_self_cgroup_real_execution_witness	other	type error: hermetic mode: no mock_response for operation Dir — refusing to fabricate Unit					906	55
